"doy","mint_C","maxt_C","airt_C","co2_ppm","swrad_MJm2day","vpd_kPa","precip_kgm2s","wind_spd_ms"
297,5.47,10.69,8.326,429.061,2.6276832,0.0126,1.55092592592593e-06,1.775
298,6.04,9.79,8.098,432.22,2.6508384,0,4.84953703703704e-05,2.868
299,6.527,9.803,8.224,428.415,2.0215872,0.0317,3.49884259259259e-05,2.226
300,9.052,11.026,9.692,425.267,2.8419552,0.0463,2.66782407407407e-05,2.525
301,8.897,10.871,9.508,425.574,4.1159232,0.0732,1.52777777777778e-06,2.609
302,7.319,10.384,9.171,426.534,1.5546816,0.0189,0.000138958333333333,3.308
303,5.446,7.662,6.774,425.835,2.483568,0.0569,4.10069444444444e-05,3.946
304,4.348,7.595,5.648,425.852,4.009392,0.1772,4.39814814814815e-07,2.553
305,4.836,9.938,6.993,424.596,0.9598176,0.0587,0.000122997685185185,4.131
306,1.56,8,5.883,428.855,1.3991616,0.0035,6.52546296296296e-05,4.06
307,5.577,9.593,7.748,430.362,2.5381728,0.0878,5.72916666666667e-06,4.782
308,5.314,8.346,6.411,442.468,2.6800416,0.0295,1.85185185185185e-06,1.314
309,4.203,9.776,6.225,439.671,4.0414464,0.0459,4.97685185185185e-07,1.997
310,3.55,9.4,6.512,435.592,3.0528576,0.0074,2.77777777777778e-06,3.434
311,3.41,10.14,7.132,436.855,3.7037952,0.083,0,4.306
312,3.07,8.51,6.182,433.662,3.5637408,0.074,1.79398148148148e-05,4.776
313,0.38,6.71,3.624,437.925,4.5527616,0.0468,6.94444444444444e-07,2.334
314,-0.82,5.78,2.975,438.967,3.9292128,0.0398,6.94444444444444e-07,2.639
315,1.07,7.61,3.935,439.222,4.8784896,0.0843,0,2.252
316,-0.34,6.82,3.839,441.126,4.4864928,0.0637,1.18055555555556e-05,1.68
317,4.41,9.08,7.161,435.413,1.9806336,0.0026,0.00014837962962963,3.554
318,5.62,7.85,6.866,439.606,1.2145248,0,0.000226041666666667,1.81
319,5.11,7.86,6.31,439.589,1.1044512,0,2.78935185185185e-05,2.381
320,3.52,6.63,4.987,447.887,1.5201216,0.0081,4.74537037037037e-06,1.113
321,3.47,7.64,5.157,443.348,1.8575136,0.0127,5.6712962962963e-06,1.11
322,5.44,12.25,8.94,432.359,1.165104,0.0048,8.28703703703704e-05,3.721
323,9.3,11.75,10.394,429.779,2.4516864,0.0099,8.21759259259259e-06,5.133
324,6.97,10.41,9.259,435.092,1.4892768,0.0329,3.33333333333333e-05,4.216
325,3.89,7.29,5.391,434.07,2.7369792,0.0842,0,3.685
326,7.48,11.3,10.233,427.971,0.9621504,0.0067,6.45833333333333e-05,14.153
327,3.61,11.84,9.039,428.154,1.6486848,0.1449,2.26851851851852e-05,11.984
328,-1.92,5.08,2.709,434.271,3.5693568,0.2114,0,3.868
329,-3.23,1.63,-1.169,443.563,2.947104,0.0367,2.89351851851852e-06,2.179
330,-2.46,4.78,2.297,442.697,1.1502432,0.0015,1.95601851851852e-05,1.638
331,2.63,5.36,4.114,441.697,0.975456,0.0062,7.65046296296296e-05,3.274
332,-0.55,3.76,1.28,440.837,2.5373088,0.061,4.62962962962963e-06,2.695
333,-2.47,1.84,0.209,439.134,2.019168,0.0551,4.80324074074074e-05,3.083
334,-2.39,1.09,-0.531,447.546,2.177712,0.0068,7.95138888888889e-05,1.363
335,-6.87,-0.94,-3.828,450.858,1.9511712,0,0,1.399
336,-5.76,0.74,-1.66,451.89,1.4815008,0.001,3.00925925925926e-06,1.363
337,-5.82,1.28,-0.856,450.529,1.264464,0,1.16898148148148e-05,1.671
338,-0.51,3.31,2.01,445.642,1.0123488,0,0.000206018518518519,4.853
339,0.33,3.76,2.35,444.841,1.7787168,0.0012,3.11342592592593e-05,2.235
340,-3.05,2.78,0.389,443.197,2.6315712,0.0673,2.66203703703704e-06,2.585
341,2.88,5.63,4.374,444.359,0.2947968,0.0545,7.77777777777778e-05,3.646
342,5.48,8.3,7.059,435.225,0.925776,0.0246,4.27083333333333e-05,2.717
343,5.88,8.17,7.064,433.533,0.2325024,0.0335,0.000135069444444444,3.93
344,2.88,7.07,4.914,436.116,0.3551904,0.0047,7.67361111111111e-05,2.481
345,1.94,5.67,4.312,451.529,1.1803968,0.002,4.05092592592593e-06,1.738
346,2.97,6.28,5.173,442.757,0.2012256,0,0.000101388888888889,3.603
347,1.13,5.22,3.406,444.97,1.1868768,3e-04,0.000126388888888889,2.923
348,3.17,7.17,5.815,435.604,1.543968,0.013,2.7662037037037e-05,5.329
349,5.86,9.91,7.805,432.519,1.2813984,0.0318,5.90277777777778e-06,7.51
350,9.48,10.36,9.91,431.261,0.7559136,0.077,2.89351851851852e-06,8.947
351,9.14,10.89,9.986,429.673,0.3099168,0.042,0.00013900462962963,8.859
352,6.77,11.35,9.905,431.042,0.5406048,0.0021,3.19444444444444e-05,6.659
353,3.15,6.45,5.04,432.464,1.1281248,0.0504,7.06018518518518e-06,6.491
354,4.84,9.33,7.631,430.117,0.6887808,0.0321,2.62731481481481e-05,8.919
355,5.26,10.18,7.704,431.07,2.0267712,0.1758,1.77083333333333e-05,11.579
356,4.95,9.69,7.328,432.003,1.4429664,0.1432,2.43055555555556e-05,9.001
357,8.64,11.29,9.786,427.291,0.7073568,0,0.000114236111111111,10.188
358,4.18,11.23,8.257,429.749,0.573696,0.0853,4.60648148148148e-05,11.958
359,1.42,7.67,5.078,435.224,0.5109696,0.0141,0.000154976851851852,5.123
360,-0.01,6.24,1.765,437.797,2.0799072,0.0115,1.34259259259259e-05,2.741
361,1.9,8.94,4.666,433.28,0.5241888,0.0416,0.000219907407407407,6.391
362,4.55,6.97,5.796,432.067,1.1062656,0.1023,2.93981481481481e-05,9.009
363,-1.09,6.11,2.952,436.446,0.9375264,0.0254,3.28703703703704e-05,5.213
364,-1.81,5.57,1.806,438.235,0.2936736,0.0321,4.02777777777778e-05,2.726
365,2.32,6.28,4.275,438.859,2.1233664,0.0439,0,1.426
