,LAI_m2m2,LAI_unc_m2m2
2018-06-24,3.413995953036489,0.5269982774982132
2018-07-01,1.9895127302453632,0.3957412652106367
2018-07-08,2.7063059250885524,0.46178917063898955
2018-07-15,2.701078394941774,0.46130748719215686
2018-07-22,3.057884097836699,0.49418484915742567
2018-07-29,3.6126277646030696,0.5453009276904794
2018-08-05,3.5623417397714787,0.5406673923328073
2018-08-12,3.6983256709042047,0.5531974412895286
2018-08-19,2.870939691677547,0.47695911857405926
2018-08-26,1.3128027657418593,0.33338677292541163
2018-09-02,2.284562299487079,0.42292819469901766
2018-09-09,1.0933314689253066,0.3131638975400659
2018-09-16,1.4736124469544205,0.34820435586718934
2018-09-23,2.4654817673683165,0.43959876577967927
2018-09-30,1.585227000313997,0.35848892262613286
2018-10-07,1.540145465699264,0.35433494773320673
2018-10-14,1.656957466563157,0.36509842601600895
2018-10-21,1.1590634392942696,0.31922067792495545
2018-10-28,1.9847983746226345,0.3953068675118782
2018-11-04,1.2766343870648316,0.330054088307947
2018-11-11,2.326515888762474,0.42679394944777393
2018-11-18,2.0173995353852,0.3983108558287197
2018-11-25,2.2037028625905513,0.41547751508939873
2018-12-02,1.8251048750724113,0.3805921335667223
2018-12-09,1.7447069499096697,0.37318397930969666
2018-12-16,1.571522340815976,0.357226125963211
2018-12-23,1.326287411902915,0.3346292967674175
2018-12-30,1.4414125705514638,0.34523734333586586
2019-01-06,1.5812630011464865,0.35812366547244145
2019-01-13,1.6015272764269788,0.359990888748177
2019-01-20,1.4844571053323294,0.3492036217309
2019-01-27,2.223362833876553,0.41728905561958757
2019-02-03,1.2971058165984493,0.3319403995223209
2019-02-10,1.9544737274025161,0.3925126453482865
2019-02-17,1.9318173256584568,0.3904250029285426
2019-02-24,2.7145596695137866,0.46254970036381055
2019-03-03,2.9729300930089884,0.48635688131818305
2019-03-10,2.116081249412504,0.407403744213366
2019-03-17,0.9947397798944158,0.3040793043826791
2019-03-24,3.5199053168081385,0.5367571475498425
2019-03-31,3.0691382055716847,0.4952218431589151
2019-04-07,2.235526621786185,0.41840987082721753
2019-04-14,2.8923054284027643,0.478927834472573
2019-04-21,4.030064803619043,0.5837650792387516
2019-04-28,2.9928491800648818,0.4881922977082265
2019-05-05,3.5063601308334436,0.5355090453514646
2019-05-12,4.075654994802246,0.5879659235790602
2019-05-19,3.369706657540799,0.5229173023697764
2019-05-26,3.0940717057250797,0.4975193056236495
2019-06-02,2.7483526320468816,0.46566350558627506
2019-06-09,3.1602039348670417,0.5036129672928148
2019-06-16,3.013746658024902,0.4901178665583834
2019-06-23,3.77325390552339,0.560101598568985
2019-06-30,3.746860732092175,0.5576696365536086
2019-07-07,5.230358323305845,0.6943644451993645
2019-07-14,3.937949613253559,0.5752772539837907
2019-07-21,3.9539845306703025,0.5767547690002721
2019-07-28,3.690168189300809,0.552445781567658
2019-08-04,3.0632849233286716,0.4946825006612278
2019-08-11,3.1215785678897583,0.5000538869282067
2019-08-18,3.426642164712292,0.5281635449683836
2019-08-25,1.4497150180424963,0.3460023607365006
2019-09-01,2.5592569012710022,0.44823954420795475
2019-09-08,1.3791782629311085,0.3395028501882189
2019-09-15,2.954986458124433,0.48470349020283454
2019-09-22,2.404063620386805,0.4339394766114736
2019-09-29,1.1569864004881605,0.3190292920920209
2019-10-06,1.0000662867003962,0.30457010789520667
2019-10-13,1.2557439501489907,0.32812916824494853
2019-10-20,1.5324827785034973,0.3536288801493149
2019-10-27,0.5941852453420556,0.26717076757270025
2019-11-03,1.2605782862475943,0.32857462137668386
2019-11-10,0.694519381953563,0.27641591612297634
2019-11-17,1.821824398685353,0.3802898586627037
2019-11-24,1.3428372662586823,0.3361542599272335
2019-12-01,1.5564539484492372,0.35583767004432715
2019-12-08,1.4775891636916563,0.34857078486353854
2019-12-15,1.8284091446995725,0.38089660086553956
2019-12-22,1.5104485621929165,0.35159856813527923
2019-12-29,1.4951477998742035,0.35018870081248865
2020-01-05,1.3528997664800708,0.3370814549226331
2020-01-12,1.6797629054874172,0.3671998012580704
2020-01-19,1.344458723941445,0.33630366687537094
2020-01-26,1.9217759698671952,0.3894997562570549
2020-02-02,2.0338057090231336,0.39982257972994406
2020-02-09,2.726553056141308,0.4636548141838623
2020-02-16,2.1571300672258644,0.4111861300624332
2020-02-23,2.0168231057282013,0.3982577415249771
2020-03-01,2.7861170021319674,0.46914325059764717
2020-03-08,2.182221767850149,0.413498169688077
2020-03-15,1.4342952794581654,0.34458153051228146
2020-03-22,2.3049903439921997,0.4248105082606797
2020-03-29,2.887033795682021,0.4784420872558059
2020-04-05,2.843066804848398,0.47439081043922887
2020-04-12,2.287866788981074,0.4232326822571565
2020-04-19,2.489318107532319,0.441795131973215
2020-04-26,2.9364775017721305,0.4829980083322905
2020-05-03,3.6308848669563023,0.5469832028268748
2020-05-10,3.337678950878552,0.5199661541781729
2020-05-17,3.3324838962112158,0.5194874631389278
2020-05-24,3.8869278954869224,0.5705759292305888
2020-05-31,3.7749419736294523,0.5602571432413228
2020-06-07,3.204386577340534,0.5076841150278353
2020-06-14,3.6356262426716928,0.5474200902542434
2020-06-21,2.8767225941930494,0.4774919760302867
2020-06-28,4.031626445654459,0.5839089745578063
2020-07-05,3.1217881841807134,0.500073201727874
2020-07-12,3.805575504312061,0.5630798270391288
2020-07-19,3.901360866201491,0.5719058351109237
2020-07-26,3.6470468932708107,0.5484724301147883
2020-08-02,3.590573582550457,0.5432687759610964
2020-08-09,2.521474106872082,0.4447581015139784
2020-08-16,3.261306587031909,0.5129289296328334
2020-08-23,2.2125900797358575,0.416296415271149
2020-08-30,2.471442169217836,0.4401479786635406
2020-09-06,2.171036006343931,0.4124674733541527
2020-09-13,1.3807208435893061,0.3396449891233556
2020-09-20,2.453884756360735,0.43853017543620104
2020-09-27,1.4875886895673618,0.3494921771760192
2020-10-04,0.9795063667395285,0.30267564285430043
2020-10-11,1.7126166021466247,0.37022705914155773
2020-10-18,1.3676561060479713,0.33844115717324186
2020-10-25,1.9662701720518723,0.3935996122254789
2020-11-01,1.046258793526888,0.3088264517672242
2020-11-08,0.6190582063844515,0.26946265174580636
2020-11-15,1.617801553124047,0.361490459190441
2020-11-22,1.5524193718952786,0.3554659096361698
2020-11-29,1.7987383772569028,0.37816262953860913
2020-12-06,1.4817297109356946,0.3489523097925743
2020-12-13,1.2712573999954122,0.3295586333622173
2020-12-20,1.2483691693860863,0.3274496293962438
